Image,Angle (degrees)
grayscale_Img000062.tif,11.51
grayscale_Img000063.tif,11.5
grayscale_Img000064.tif,11.81
grayscale_Img000065.tif,11.97
grayscale_Img000066.tif,11.82
grayscale_Img000067.tif,11.82
grayscale_Img000068.tif,11.82
grayscale_Img000069.tif,11.98
grayscale_Img000070.tif,12.6
grayscale_Img000071.tif,13.2
grayscale_Img000072.tif,13.51
grayscale_Img000073.tif,12.73
grayscale_Img000074.tif,12.43
grayscale_Img000075.tif,12.43
grayscale_Img000076.tif,12.58
grayscale_Img000077.tif,12.9
grayscale_Img000078.tif,13.21
grayscale_Img000079.tif,13.52
grayscale_Img000080.tif,13.22
grayscale_Img000081.tif,13.84
grayscale_Img000082.tif,15.24
grayscale_Img000083.tif,14.62
grayscale_Img000084.tif,15.56
grayscale_Img000085.tif,15.41
grayscale_Img000086.tif,15.09
grayscale_Img000087.tif,14.32
grayscale_Img000088.tif,14.45
grayscale_Img000089.tif,13.68
grayscale_Img000090.tif,13.37
grayscale_Img000091.tif,13.52
grayscale_Img000092.tif,14.12
grayscale_Img000093.tif,14.55
grayscale_Img000094.tif,14.68
grayscale_Img000095.tif,15.26
grayscale_Img000096.tif,15.57
grayscale_Img000097.tif,15.41
grayscale_Img000098.tif,13.45
grayscale_Img000099.tif,11.95
grayscale_Img000100.tif,12.11
grayscale_Img000101.tif,11.96
grayscale_Img000102.tif,12.11
grayscale_Img000103.tif,12.43
grayscale_Img000104.tif,12.73
grayscale_Img000105.tif,12.45
grayscale_Img000106.tif,13.37
grayscale_Img000107.tif,13.22
grayscale_Img000108.tif,12.92
grayscale_Img000109.tif,12.75
grayscale_Img000110.tif,13.22
grayscale_Img000111.tif,13.37
grayscale_Img000112.tif,23.07
grayscale_Img000113.tif,13.37
grayscale_Img000114.tif,13.67
grayscale_Img000115.tif,13.98
grayscale_Img000116.tif,13.96
grayscale_Img000117.tif,14.57
grayscale_Img000118.tif,15.02
grayscale_Img000119.tif,16.25
grayscale_Img000120.tif,16.7
grayscale_Img000121.tif,17.0
grayscale_Img000122.tif,17.16
grayscale_Img000123.tif,17.3
grayscale_Img000124.tif,17.59
grayscale_Img000125.tif,18.64
grayscale_Img000126.tif,14.61
grayscale_Img000127.tif,16.7
grayscale_Img000128.tif,20.92
grayscale_Img000129.tif,20.91
grayscale_Img000130.tif,14.45
grayscale_Img000131.tif,16.42
grayscale_Img000132.tif,15.51
grayscale_Img000133.tif,15.8
grayscale_Img000134.tif,16.08
grayscale_Img000135.tif,16.36
grayscale_Img000136.tif,16.5
grayscale_Img000137.tif,16.03
grayscale_Img000138.tif,16.03
grayscale_Img000139.tif,16.02
grayscale_Img000140.tif,16.18
grayscale_Img000141.tif,16.8
grayscale_Img000142.tif,16.24
grayscale_Img000143.tif,16.54
grayscale_Img000144.tif,14.45
grayscale_Img000145.tif,15.52
grayscale_Img000146.tif,18.65
grayscale_Img000147.tif,16.57
grayscale_Img000148.tif,14.9
grayscale_Img000149.tif,14.14
grayscale_Img000150.tif,15.2
grayscale_Img000151.tif,15.8
grayscale_Img000152.tif,15.95
grayscale_Img000153.tif,13.99
grayscale_Img000154.tif,14.28
grayscale_Img000155.tif,14.27
grayscale_Img000156.tif,13.51
grayscale_Img000157.tif,14.7
grayscale_Img000158.tif,14.1
grayscale_Img000159.tif,13.34
grayscale_Img000160.tif,12.12
grayscale_Img000161.tif,19.93
grayscale_Img000162.tif,12.12
grayscale_Img000163.tif,12.27
grayscale_Img000164.tif,12.57
grayscale_Img000165.tif,12.57
grayscale_Img000166.tif,12.28
grayscale_Img000167.tif,12.44
grayscale_Img000168.tif,12.59
grayscale_Img000169.tif,12.89
grayscale_Img000170.tif,13.51
grayscale_Img000171.tif,13.37
grayscale_Img000172.tif,15.17
grayscale_Img000173.tif,16.2
grayscale_Img000174.tif,13.36
grayscale_Img000175.tif,13.82
grayscale_Img000176.tif,13.36
grayscale_Img000177.tif,15.16
grayscale_Img000178.tif,15.61
grayscale_Img000179.tif,15.61
grayscale_Img000180.tif,14.27
grayscale_Img000181.tif,15.03
grayscale_Img000182.tif,13.98
grayscale_Img000183.tif,14.13
grayscale_Img000184.tif,15.19
grayscale_Img000185.tif,15.34
grayscale_Img000186.tif,19.19
grayscale_Img000187.tif,20.28
grayscale_Img000188.tif,14.9
grayscale_Img000189.tif,14.88
grayscale_Img000190.tif,12.43
grayscale_Img000191.tif,13.2
grayscale_Img000192.tif,12.73
grayscale_Img000193.tif,13.8
grayscale_Img000194.tif,15.61
grayscale_Img000195.tif,16.08
grayscale_Img000196.tif,14.44
grayscale_Img000197.tif,14.12
grayscale_Img000198.tif,13.97
grayscale_Img000199.tif,14.59
grayscale_Img000200.tif,17.72
grayscale_Img000201.tif,14.28
grayscale_Img000202.tif,16.63
grayscale_Img000203.tif,16.02
grayscale_Img000204.tif,16.23
grayscale_Img000205.tif,16.22
grayscale_Img000206.tif,15.31
grayscale_Img000207.tif,12.88
grayscale_Img000208.tif,13.98
grayscale_Img000209.tif,11.65
grayscale_Img000210.tif,13.48
grayscale_Img000211.tif,14.41
grayscale_Img000212.tif,13.98
grayscale_Img000213.tif,16.13
grayscale_Img000214.tif,20.71
grayscale_Img000215.tif,17.42
grayscale_Img000216.tif,13.21
grayscale_Img000217.tif,13.37
grayscale_Img000218.tif,14.74
grayscale_Img000219.tif,15.34
grayscale_Img000220.tif,15.5
grayscale_Img000221.tif,14.43
grayscale_Img000222.tif,14.74
grayscale_Img000223.tif,15.34
grayscale_Img000224.tif,15.32
grayscale_Img000225.tif,14.86
grayscale_Img000226.tif,14.99
grayscale_Img000227.tif,15.28
grayscale_Img000228.tif,15.89
grayscale_Img000229.tif,17.14
grayscale_Img000230.tif,15.24
grayscale_Img000231.tif,15.09
grayscale_Img000232.tif,15.09
grayscale_Img000233.tif,15.4
grayscale_Img000234.tif,15.26
grayscale_Img000235.tif,15.39
grayscale_Img000236.tif,15.08
grayscale_Img000237.tif,14.47
grayscale_Img000238.tif,12.92
grayscale_Img000239.tif,13.37
grayscale_Img000240.tif,12.75
grayscale_Img000241.tif,12.59
grayscale_Img000242.tif,12.13
grayscale_Img000243.tif,12.44
grayscale_Img000244.tif,13.21
grayscale_Img000245.tif,13.83
grayscale_Img000246.tif,15.07
grayscale_Img000247.tif,16.61
grayscale_Img000248.tif,17.97
grayscale_Img000249.tif,18.13
grayscale_Img000250.tif,18.59
grayscale_Img000251.tif,17.41
grayscale_Img000252.tif,17.87
grayscale_Img000253.tif,16.16
grayscale_Img000254.tif,13.97
grayscale_Img000255.tif,14.13
grayscale_Img000256.tif,13.81
grayscale_Img000257.tif,13.05
grayscale_Img000258.tif,12.73
grayscale_Img000259.tif,13.05
grayscale_Img000260.tif,15.6
grayscale_Img000261.tif,15.76
grayscale_Img000262.tif,13.05
grayscale_Img000263.tif,12.74
grayscale_Img000264.tif,10.61
grayscale_Img000265.tif,11.68
grayscale_Img000266.tif,12.9
grayscale_Img000267.tif,12.58
grayscale_Img000268.tif,12.27
grayscale_Img000269.tif,12.42
grayscale_Img000270.tif,12.73
grayscale_Img000271.tif,12.45
grayscale_Img000272.tif,10.92
grayscale_Img000273.tif,10.77
grayscale_Img000274.tif,10.61
grayscale_Img000275.tif,11.07
grayscale_Img000276.tif,12.14
grayscale_Img000277.tif,12.29
grayscale_Img000278.tif,11.98
grayscale_Img000279.tif,12.12
grayscale_Img000280.tif,11.96
grayscale_Img000281.tif,13.2
grayscale_Img000282.tif,14.26
grayscale_Img000283.tif,15.01
grayscale_Img000284.tif,15.92
grayscale_Img000285.tif,16.52
grayscale_Img000286.tif,16.98
grayscale_Img000287.tif,13.84
grayscale_Img000288.tif,13.38
grayscale_Img000289.tif,12.76
grayscale_Img000290.tif,12.75
grayscale_Img000291.tif,12.14
grayscale_Img000292.tif,13.05
grayscale_Img000293.tif,12.43
grayscale_Img000294.tif,12.58
grayscale_Img000295.tif,12.26
grayscale_Img000296.tif,12.88
grayscale_Img000297.tif,12.43
grayscale_Img000298.tif,13.05
grayscale_Img000299.tif,12.6
grayscale_Img000300.tif,12.92
grayscale_Img000301.tif,12.31
grayscale_Img000302.tif,11.86
grayscale_Img000303.tif,13.08
grayscale_Img000304.tif,13.09
grayscale_Img000305.tif,14.02
grayscale_Img000306.tif,13.72
grayscale_Img000307.tif,12.78
grayscale_Img000308.tif,12.62
grayscale_Img000309.tif,13.08
grayscale_Img000310.tif,11.07
grayscale_Img000311.tif,10.46
grayscale_Img000312.tif,10.77
grayscale_Img000313.tif,11.22
grayscale_Img000314.tif,12.3
grayscale_Img000315.tif,12.91
grayscale_Img000316.tif,13.53
grayscale_Img000317.tif,12.91
grayscale_Img000318.tif,13.21
grayscale_Img000319.tif,13.36
grayscale_Img000320.tif,13.19
grayscale_Img000321.tif,13.04
grayscale_Img000322.tif,13.2
grayscale_Img000323.tif,13.51
grayscale_Img000324.tif,13.96
grayscale_Img000325.tif,14.3
grayscale_Img000326.tif,15.09
grayscale_Img000327.tif,15.24
grayscale_Img000328.tif,14.0
grayscale_Img000329.tif,13.38
grayscale_Img000330.tif,12.44
grayscale_Img000331.tif,12.43
grayscale_Img000332.tif,12.28
grayscale_Img000333.tif,11.82
grayscale_Img000334.tif,12.29
grayscale_Img000335.tif,12.29
grayscale_Img000336.tif,12.59
grayscale_Img000337.tif,12.9
grayscale_Img000338.tif,12.89
grayscale_Img000339.tif,12.28
grayscale_Img000340.tif,12.12
grayscale_Img000341.tif,11.66
grayscale_Img000342.tif,12.3
grayscale_Img000343.tif,13.07
grayscale_Img000344.tif,11.98
grayscale_Img000345.tif,12.13
grayscale_Img000346.tif,11.67
grayscale_Img000347.tif,10.45
grayscale_Img000348.tif,10.61
grayscale_Img000349.tif,10.76
grayscale_Img000350.tif,11.39
grayscale_Img000351.tif,11.23
grayscale_Img000352.tif,12.31
grayscale_Img000353.tif,13.7
grayscale_Img000354.tif,14.32
grayscale_Img000355.tif,15.1
grayscale_Img000356.tif,15.56
grayscale_Img000357.tif,16.33
grayscale_Img000358.tif,16.18
grayscale_Img000359.tif,16.03
grayscale_Img000360.tif,12.75
grayscale_Img000361.tif,12.59
grayscale_Img000362.tif,13.06
grayscale_Img000363.tif,13.05
grayscale_Img000364.tif,13.36
grayscale_Img000365.tif,12.58
grayscale_Img000366.tif,12.13
grayscale_Img000367.tif,12.61
grayscale_Img000368.tif,11.24
grayscale_Img000369.tif,11.24
grayscale_Img000370.tif,11.24
grayscale_Img000371.tif,12.01
grayscale_Img000372.tif,12.93
grayscale_Img000373.tif,13.39
grayscale_Img000374.tif,13.69
grayscale_Img000375.tif,13.69
grayscale_Img000376.tif,13.53
grayscale_Img000377.tif,13.37
grayscale_Img000378.tif,13.2
grayscale_Img000379.tif,13.06
grayscale_Img000380.tif,13.22
grayscale_Img000381.tif,13.53
grayscale_Img000382.tif,14.0
grayscale_Img000383.tif,13.86
grayscale_Img000384.tif,13.7
grayscale_Img000385.tif,13.39
grayscale_Img000386.tif,13.84
grayscale_Img000387.tif,13.83
grayscale_Img000388.tif,12.73
grayscale_Img000389.tif,13.05
grayscale_Img000390.tif,12.43
grayscale_Img000391.tif,13.22
grayscale_Img000392.tif,14.01
grayscale_Img000393.tif,14.0
grayscale_Img000394.tif,13.68
grayscale_Img000395.tif,13.07
grayscale_Img000396.tif,12.46
grayscale_Img000397.tif,12.93
grayscale_Img000398.tif,13.08
grayscale_Img000399.tif,13.23
grayscale_Img000400.tif,13.69
grayscale_Img000401.tif,13.84
grayscale_Img000402.tif,12.44
grayscale_Img000403.tif,13.05
grayscale_Img000404.tif,13.04
grayscale_Img000405.tif,12.87
grayscale_Img000406.tif,12.39
grayscale_Img000407.tif,11.79
grayscale_Img000408.tif,12.11
grayscale_Img000409.tif,11.2
grayscale_Img000410.tif,11.66
grayscale_Img000411.tif,12.28
grayscale_Img000412.tif,12.9
grayscale_Img000413.tif,12.91
grayscale_Img000414.tif,11.34
grayscale_Img000415.tif,11.81
grayscale_Img000416.tif,11.95
grayscale_Img000417.tif,12.11
grayscale_Img000418.tif,11.97
grayscale_Img000419.tif,11.51
grayscale_Img000420.tif,11.37
grayscale_Img000421.tif,12.15
grayscale_Img000422.tif,12.3
grayscale_Img000423.tif,11.51
grayscale_Img000424.tif,11.51
grayscale_Img000425.tif,9.98
grayscale_Img000426.tif,11.21
grayscale_Img000427.tif,11.37
grayscale_Img000428.tif,11.37
grayscale_Img000429.tif,11.68
grayscale_Img000430.tif,11.99
grayscale_Img000431.tif,11.53
grayscale_Img000432.tif,11.68
grayscale_Img000433.tif,11.51
grayscale_Img000434.tif,11.82
grayscale_Img000435.tif,11.66
grayscale_Img000436.tif,12.12
grayscale_Img000437.tif,12.42
grayscale_Img000438.tif,12.41
grayscale_Img000439.tif,12.87
grayscale_Img000440.tif,11.94
grayscale_Img000441.tif,12.25
grayscale_Img000442.tif,12.55
grayscale_Img000443.tif,12.25
grayscale_Img000444.tif,12.58
grayscale_Img000445.tif,13.36
grayscale_Img000446.tif,14.15
grayscale_Img000447.tif,14.47
grayscale_Img000448.tif,14.16
grayscale_Img000449.tif,11.96
grayscale_Img000450.tif,11.34
grayscale_Img000451.tif,10.86
grayscale_Img000452.tif,10.54
grayscale_Img000453.tif,10.84
grayscale_Img000454.tif,11.46
grayscale_Img000455.tif,12.38
grayscale_Img000456.tif,12.68
grayscale_Img000457.tif,13.15
grayscale_Img000458.tif,12.85
grayscale_Img000459.tif,13.78
grayscale_Img000460.tif,12.28
grayscale_Img000461.tif,11.97
grayscale_Img000462.tif,11.66
grayscale_Img000463.tif,11.5
grayscale_Img000464.tif,11.5
grayscale_Img000465.tif,10.88
grayscale_Img000466.tif,11.04
grayscale_Img000467.tif,11.81
grayscale_Img000468.tif,12.44
grayscale_Img000469.tif,12.59
grayscale_Img000470.tif,12.12
grayscale_Img000471.tif,11.8
grayscale_Img000472.tif,12.11
grayscale_Img000473.tif,12.42
grayscale_Img000474.tif,12.73
grayscale_Img000475.tif,12.73
grayscale_Img000476.tif,12.58
grayscale_Img000477.tif,11.66
grayscale_Img000478.tif,11.06
grayscale_Img000479.tif,11.23
grayscale_Img000480.tif,12.32
grayscale_Img000481.tif,12.79
grayscale_Img000482.tif,10.6
grayscale_Img000483.tif,11.23
grayscale_Img000484.tif,10.9
grayscale_Img000485.tif,11.37
grayscale_Img000486.tif,11.84
grayscale_Img000487.tif,12.14
grayscale_Img000488.tif,12.44
grayscale_Img000489.tif,12.75
grayscale_Img000490.tif,13.37
grayscale_Img000491.tif,12.12
grayscale_Img000492.tif,12.11
grayscale_Img000493.tif,11.8
grayscale_Img000494.tif,11.8
grayscale_Img000495.tif,12.12
grayscale_Img000496.tif,12.9
grayscale_Img000497.tif,14.15
grayscale_Img000498.tif,15.09
grayscale_Img000499.tif,13.41
grayscale_Img000500.tif,11.82
grayscale_Img000501.tif,11.49
grayscale_Img000502.tif,11.95
grayscale_Img000503.tif,11.5
grayscale_Img000504.tif,10.56
grayscale_Img000505.tif,11.02
grayscale_Img000506.tif,11.18
grayscale_Img000507.tif,11.49
grayscale_Img000508.tif,12.27
grayscale_Img000509.tif,12.13
grayscale_Img000510.tif,12.6
grayscale_Img000511.tif,11.48
grayscale_Img000512.tif,11.63
grayscale_Img000513.tif,11.01
grayscale_Img000514.tif,11.18
grayscale_Img000515.tif,11.65
grayscale_Img000516.tif,11.18
grayscale_Img000517.tif,11.32
grayscale_Img000518.tif,11.64
grayscale_Img000519.tif,11.02
grayscale_Img000520.tif,11.02
grayscale_Img000521.tif,11.16
grayscale_Img000522.tif,11.0
grayscale_Img000523.tif,11.0
grayscale_Img000524.tif,10.86
grayscale_Img000525.tif,10.7
grayscale_Img000526.tif,10.55
grayscale_Img000527.tif,11.02
grayscale_Img000528.tif,10.73
grayscale_Img000529.tif,10.58
grayscale_Img000530.tif,10.13
grayscale_Img000531.tif,10.59
grayscale_Img000532.tif,11.35
grayscale_Img000533.tif,11.35
grayscale_Img000534.tif,11.65
grayscale_Img000535.tif,11.48
grayscale_Img000536.tif,12.25
grayscale_Img000537.tif,12.55
grayscale_Img000538.tif,13.61
grayscale_Img000539.tif,14.09
grayscale_Img000540.tif,12.15
grayscale_Img000541.tif,11.83
grayscale_Img000542.tif,13.06
grayscale_Img000543.tif,12.9
grayscale_Img000544.tif,12.0
grayscale_Img000545.tif,12.01
grayscale_Img000546.tif,12.01
grayscale_Img000547.tif,11.06
grayscale_Img000548.tif,11.03
grayscale_Img000549.tif,11.02
grayscale_Img000550.tif,11.63
grayscale_Img000551.tif,11.93
grayscale_Img000552.tif,12.25
grayscale_Img000553.tif,11.78
grayscale_Img000554.tif,12.1
grayscale_Img000555.tif,12.1
grayscale_Img000556.tif,11.64
grayscale_Img000557.tif,11.8
grayscale_Img000558.tif,12.41
grayscale_Img000559.tif,12.56
grayscale_Img000560.tif,12.57
grayscale_Img000561.tif,12.12
grayscale_Img000562.tif,11.5
grayscale_Img000563.tif,12.12
grayscale_Img000564.tif,12.89
grayscale_Img000565.tif,13.66
grayscale_Img000566.tif,14.27
grayscale_Img000567.tif,13.34
grayscale_Img000568.tif,13.04
grayscale_Img000569.tif,11.97
grayscale_Img000570.tif,11.98
grayscale_Img000571.tif,11.51
grayscale_Img000572.tif,11.51
grayscale_Img000573.tif,12.28
grayscale_Img000574.tif,13.05
grayscale_Img000575.tif,13.65
grayscale_Img000576.tif,12.89
grayscale_Img000577.tif,13.05
grayscale_Img000578.tif,13.82
grayscale_Img000579.tif,14.12
grayscale_Img000580.tif,13.83
grayscale_Img000581.tif,13.21
grayscale_Img000582.tif,13.83
grayscale_Img000583.tif,14.13
grayscale_Img000584.tif,13.97
grayscale_Img000585.tif,14.12
grayscale_Img000586.tif,12.89
grayscale_Img000587.tif,12.59
grayscale_Img000588.tif,12.45
grayscale_Img000589.tif,11.98
grayscale_Img000590.tif,11.37
grayscale_Img000591.tif,12.14
grayscale_Img000592.tif,12.45
grayscale_Img000593.tif,10.91
grayscale_Img000594.tif,11.83
grayscale_Img000595.tif,13.39
grayscale_Img000596.tif,14.78
grayscale_Img000597.tif,15.1
grayscale_Img000598.tif,15.26
grayscale_Img000599.tif,15.56
grayscale_Img000600.tif,16.01
grayscale_Img000601.tif,14.45
grayscale_Img000602.tif,14.78
grayscale_Img000603.tif,12.76
grayscale_Img000604.tif,11.84
grayscale_Img000605.tif,12.46
grayscale_Img000606.tif,12.77
grayscale_Img000607.tif,12.47
grayscale_Img000608.tif,12.78
grayscale_Img000609.tif,13.7
grayscale_Img000610.tif,14.93
grayscale_Img000611.tif,16.14
grayscale_Img000612.tif,16.29
grayscale_Img000613.tif,16.27
grayscale_Img000614.tif,16.41
grayscale_Img000615.tif,16.24
grayscale_Img000616.tif,16.07
grayscale_Img000617.tif,15.45
grayscale_Img000618.tif,11.98
grayscale_Img000619.tif,11.97
grayscale_Img000620.tif,12.12
grayscale_Img000621.tif,12.11
grayscale_Img000622.tif,13.17
grayscale_Img000623.tif,13.92
grayscale_Img000624.tif,12.26
grayscale_Img000625.tif,12.12
grayscale_Img000626.tif,12.59
grayscale_Img000627.tif,12.29
grayscale_Img000628.tif,12.91
grayscale_Img000629.tif,13.38
grayscale_Img000630.tif,14.14
grayscale_Img000631.tif,14.28
grayscale_Img000632.tif,14.4
grayscale_Img000633.tif,14.54
grayscale_Img000634.tif,14.53
grayscale_Img000635.tif,15.3
grayscale_Img000636.tif,15.14
grayscale_Img000637.tif,13.34
grayscale_Img000638.tif,12.45
grayscale_Img000639.tif,13.22
grayscale_Img000640.tif,13.07
grayscale_Img000641.tif,13.37
grayscale_Img000642.tif,13.52
grayscale_Img000643.tif,13.83
grayscale_Img000644.tif,14.57
grayscale_Img000645.tif,14.71
grayscale_Img000646.tif,15.46
grayscale_Img000647.tif,16.06
grayscale_Img000648.tif,13.36
grayscale_Img000649.tif,12.75
grayscale_Img000650.tif,12.74
grayscale_Img000651.tif,12.91
grayscale_Img000652.tif,12.6
grayscale_Img000653.tif,13.06
grayscale_Img000654.tif,12.6
grayscale_Img000655.tif,12.59
grayscale_Img000656.tif,12.9
grayscale_Img000657.tif,12.75
grayscale_Img000658.tif,12.73
grayscale_Img000659.tif,13.0
grayscale_Img000660.tif,13.6
grayscale_Img000661.tif,13.89
grayscale_Img000662.tif,12.55
grayscale_Img000663.tif,11.79
grayscale_Img000664.tif,11.48
grayscale_Img000665.tif,11.64
grayscale_Img000666.tif,11.79
grayscale_Img000667.tif,12.26
grayscale_Img000668.tif,12.59
grayscale_Img000669.tif,12.62
grayscale_Img000670.tif,14.17
grayscale_Img000671.tif,15.57
grayscale_Img000672.tif,16.49
grayscale_Img000673.tif,13.99
grayscale_Img000674.tif,14.45
grayscale_Img000675.tif,14.75
grayscale_Img000676.tif,14.28
grayscale_Img000677.tif,14.12
grayscale_Img000678.tif,14.4
grayscale_Img000679.tif,14.39
grayscale_Img000680.tif,14.7
grayscale_Img000681.tif,13.2
grayscale_Img000682.tif,13.37
grayscale_Img000683.tif,13.07
grayscale_Img000684.tif,12.6
grayscale_Img000685.tif,12.6
grayscale_Img000686.tif,12.59
grayscale_Img000687.tif,11.68
grayscale_Img000688.tif,12.44
grayscale_Img000689.tif,12.57
grayscale_Img000690.tif,13.18
grayscale_Img000691.tif,12.26
grayscale_Img000692.tif,12.26
grayscale_Img000693.tif,12.89
grayscale_Img000694.tif,13.67
grayscale_Img000695.tif,13.39
grayscale_Img000696.tif,12.43
grayscale_Img000697.tif,11.97
grayscale_Img000698.tif,13.06
grayscale_Img000699.tif,13.53
grayscale_Img000700.tif,13.53
grayscale_Img000701.tif,11.96
grayscale_Img000702.tif,11.19
grayscale_Img000703.tif,11.51
grayscale_Img000704.tif,12.29
grayscale_Img000705.tif,12.93
grayscale_Img000706.tif,11.71
grayscale_Img000707.tif,11.08
grayscale_Img000708.tif,11.53
grayscale_Img000709.tif,11.84
grayscale_Img000710.tif,11.7
grayscale_Img000711.tif,12.15
grayscale_Img000712.tif,12.92
grayscale_Img000713.tif,12.61
grayscale_Img000714.tif,12.62
grayscale_Img000715.tif,13.23
grayscale_Img000716.tif,13.53
grayscale_Img000717.tif,12.92
grayscale_Img000718.tif,12.91
grayscale_Img000719.tif,13.06
grayscale_Img000720.tif,13.05
grayscale_Img000721.tif,12.6
grayscale_Img000722.tif,11.53
grayscale_Img000723.tif,12.46
grayscale_Img000724.tif,12.33
grayscale_Img000725.tif,12.33
grayscale_Img000726.tif,11.86
grayscale_Img000727.tif,13.24
grayscale_Img000728.tif,14.48
grayscale_Img000729.tif,15.1
grayscale_Img000730.tif,13.68
grayscale_Img000731.tif,13.53
grayscale_Img000732.tif,13.84
grayscale_Img000733.tif,13.68
grayscale_Img000734.tif,13.06
grayscale_Img000735.tif,13.37
grayscale_Img000736.tif,12.76
grayscale_Img000737.tif,13.24
grayscale_Img000738.tif,13.86
grayscale_Img000739.tif,12.95
grayscale_Img000740.tif,12.8
grayscale_Img000741.tif,12.65
grayscale_Img000742.tif,12.96
grayscale_Img000743.tif,13.11
grayscale_Img000744.tif,13.58
grayscale_Img000745.tif,14.81
grayscale_Img000746.tif,13.54
grayscale_Img000747.tif,13.53
grayscale_Img000748.tif,13.68
grayscale_Img000749.tif,16.83
grayscale_Img000750.tif,14.16
grayscale_Img000751.tif,14.64
grayscale_Img000752.tif,15.25
grayscale_Img000753.tif,16.48
grayscale_Img000754.tif,16.78
grayscale_Img000755.tif,17.38
grayscale_Img000756.tif,17.22
grayscale_Img000757.tif,16.92
grayscale_Img000758.tif,14.33
grayscale_Img000759.tif,14.33
grayscale_Img000760.tif,12.95
grayscale_Img000761.tif,14.64
grayscale_Img000762.tif,14.95
grayscale_Img000763.tif,15.72
grayscale_Img000764.tif,16.19
grayscale_Img000765.tif,16.34
grayscale_Img000766.tif,15.72
grayscale_Img000767.tif,16.17
grayscale_Img000768.tif,16.3
grayscale_Img000769.tif,15.05
grayscale_Img000770.tif,15.21
grayscale_Img000771.tif,15.05
grayscale_Img000772.tif,13.53
grayscale_Img000773.tif,13.53
grayscale_Img000774.tif,13.53
grayscale_Img000775.tif,13.22
grayscale_Img000776.tif,13.06
grayscale_Img000777.tif,12.44
grayscale_Img000778.tif,12.44
grayscale_Img000779.tif,12.12
grayscale_Img000780.tif,11.5
grayscale_Img000781.tif,11.8
grayscale_Img000782.tif,11.96
grayscale_Img000783.tif,12.26
grayscale_Img000784.tif,12.72
grayscale_Img000785.tif,12.88
grayscale_Img000786.tif,13.18
grayscale_Img000787.tif,13.8
grayscale_Img000788.tif,13.67
grayscale_Img000789.tif,13.67
grayscale_Img000790.tif,12.44
grayscale_Img000791.tif,14.46
grayscale_Img000792.tif,15.23
grayscale_Img000793.tif,14.79
grayscale_Img000794.tif,14.63
grayscale_Img000795.tif,14.78
grayscale_Img000796.tif,10.3
grayscale_Img000797.tif,10.76
grayscale_Img000798.tif,11.52
grayscale_Img000799.tif,11.67
grayscale_Img000800.tif,10.9
grayscale_Img000801.tif,10.89
grayscale_Img000802.tif,11.51
grayscale_Img000803.tif,11.66
grayscale_Img000804.tif,12.13
grayscale_Img000805.tif,12.6
grayscale_Img000806.tif,13.23
grayscale_Img000807.tif,13.39
grayscale_Img000808.tif,13.7
grayscale_Img000809.tif,13.71
grayscale_Img000810.tif,13.71
grayscale_Img000811.tif,12.94
grayscale_Img000812.tif,13.55
grayscale_Img000813.tif,12.76
grayscale_Img000814.tif,12.91
grayscale_Img000815.tif,13.67
grayscale_Img000816.tif,14.13
grayscale_Img000817.tif,14.28
grayscale_Img000818.tif,15.36
grayscale_Img000819.tif,15.68
grayscale_Img000820.tif,15.54
grayscale_Img000821.tif,16.3
