Image,Angle (degrees)
grayscale_Img000578.tif,8.05
grayscale_Img000579.tif,8.81
grayscale_Img000580.tif,8.05
grayscale_Img000581.tif,7.6
grayscale_Img000582.tif,7.45
grayscale_Img000583.tif,8.35
grayscale_Img000584.tif,7.3
grayscale_Img000585.tif,8.05
grayscale_Img000586.tif,8.35
grayscale_Img000587.tif,7.29
grayscale_Img000588.tif,7.75
grayscale_Img000589.tif,7.9
grayscale_Img000590.tif,7.75
grayscale_Img000591.tif,7.75
grayscale_Img000592.tif,7.9
grayscale_Img000593.tif,8.35
grayscale_Img000594.tif,8.65
grayscale_Img000595.tif,7.75
grayscale_Img000596.tif,6.84
grayscale_Img000597.tif,7.74
grayscale_Img000598.tif,7.6
grayscale_Img000599.tif,8.8
grayscale_Img000600.tif,9.26
grayscale_Img000601.tif,8.5
grayscale_Img000602.tif,7.45
grayscale_Img000603.tif,7.9
grayscale_Img000604.tif,8.05
grayscale_Img000605.tif,7.59
grayscale_Img000606.tif,7.29
grayscale_Img000607.tif,7.59
grayscale_Img000608.tif,7.74
grayscale_Img000609.tif,8.2
grayscale_Img000610.tif,8.05
grayscale_Img000611.tif,7.9
grayscale_Img000612.tif,8.35
grayscale_Img000613.tif,8.65
grayscale_Img000614.tif,7.9
grayscale_Img000615.tif,7.29
grayscale_Img000616.tif,7.59
grayscale_Img000617.tif,8.5
grayscale_Img000618.tif,8.2
grayscale_Img000619.tif,7.75
grayscale_Img000620.tif,8.5
grayscale_Img000621.tif,7.9
grayscale_Img000622.tif,7.9
grayscale_Img000623.tif,8.05
grayscale_Img000624.tif,7.9
grayscale_Img000625.tif,7.9
grayscale_Img000626.tif,8.05
grayscale_Img000627.tif,8.35
grayscale_Img000628.tif,8.66
grayscale_Img000629.tif,9.4
grayscale_Img000630.tif,7.75
grayscale_Img000631.tif,7.45
grayscale_Img000632.tif,8.36
grayscale_Img000633.tif,8.51
grayscale_Img000634.tif,8.81
grayscale_Img000635.tif,7.75
grayscale_Img000636.tif,7.6
grayscale_Img000637.tif,7.75
grayscale_Img000638.tif,7.9
grayscale_Img000639.tif,8.05
grayscale_Img000640.tif,7.59
grayscale_Img000641.tif,8.81
grayscale_Img000642.tif,8.05
grayscale_Img000643.tif,8.51
grayscale_Img000644.tif,8.05
grayscale_Img000645.tif,7.9
grayscale_Img000646.tif,8.65
grayscale_Img000647.tif,8.8
grayscale_Img000648.tif,7.6
grayscale_Img000649.tif,8.65
grayscale_Img000650.tif,8.05
grayscale_Img000651.tif,8.35
grayscale_Img000652.tif,8.36
grayscale_Img000653.tif,8.96
grayscale_Img000654.tif,8.51
grayscale_Img000655.tif,8.05
grayscale_Img000656.tif,8.2
grayscale_Img000657.tif,7.6
grayscale_Img000658.tif,7.45
grayscale_Img000659.tif,7.59
grayscale_Img000660.tif,8.05
grayscale_Img000661.tif,8.05
grayscale_Img000662.tif,7.91
grayscale_Img000663.tif,8.2
grayscale_Img000664.tif,7.75
grayscale_Img000665.tif,7.29
grayscale_Img000666.tif,7.3
grayscale_Img000667.tif,8.05
grayscale_Img000668.tif,7.45
grayscale_Img000669.tif,7.45
grayscale_Img000670.tif,8.35
grayscale_Img000671.tif,8.05
grayscale_Img000672.tif,7.3
grayscale_Img000673.tif,7.9
grayscale_Img000674.tif,8.2
grayscale_Img000675.tif,8.05
grayscale_Img000676.tif,8.5
grayscale_Img000677.tif,7.9
grayscale_Img000678.tif,7.6
grayscale_Img000679.tif,8.35
grayscale_Img000680.tif,7.6
grayscale_Img000681.tif,7.45
grayscale_Img000682.tif,8.35
grayscale_Img000683.tif,6.99
grayscale_Img000684.tif,7.44
grayscale_Img000685.tif,7.6
grayscale_Img000686.tif,7.9
grayscale_Img000687.tif,8.05
grayscale_Img000688.tif,7.75
grayscale_Img000689.tif,7.6
grayscale_Img000690.tif,7.14
grayscale_Img000691.tif,6.99
grayscale_Img000692.tif,7.14
grayscale_Img000693.tif,7.45
grayscale_Img000694.tif,8.35
grayscale_Img000695.tif,7.9
grayscale_Img000696.tif,8.96
grayscale_Img000697.tif,7.3
grayscale_Img000698.tif,7.74
grayscale_Img000699.tif,7.29
grayscale_Img000700.tif,6.99
grayscale_Img000701.tif,7.45
grayscale_Img000702.tif,7.29
grayscale_Img000703.tif,6.99
grayscale_Img000704.tif,8.05
grayscale_Img000705.tif,7.29
grayscale_Img000706.tif,7.29
grayscale_Img000707.tif,8.95
grayscale_Img000708.tif,7.45
grayscale_Img000709.tif,7.75
grayscale_Img000710.tif,7.44
grayscale_Img000711.tif,6.99
grayscale_Img000712.tif,7.3
grayscale_Img000713.tif,7.75
grayscale_Img000714.tif,7.45
grayscale_Img000715.tif,7.45
grayscale_Img000716.tif,7.3
grayscale_Img000717.tif,7.45
grayscale_Img000718.tif,7.44
grayscale_Img000719.tif,8.05
grayscale_Img000720.tif,7.9
grayscale_Img000721.tif,7.14
grayscale_Img000722.tif,7.3
grayscale_Img000723.tif,8.05
grayscale_Img000724.tif,7.6
grayscale_Img000725.tif,7.6
grayscale_Img000726.tif,7.14
grayscale_Img000727.tif,7.14
grayscale_Img000728.tif,7.45
grayscale_Img000729.tif,7.14
grayscale_Img000730.tif,6.84
grayscale_Img000731.tif,7.75
grayscale_Img000732.tif,7.75
grayscale_Img000733.tif,7.14
grayscale_Img000734.tif,7.14
grayscale_Img000735.tif,7.45
grayscale_Img000736.tif,7.45
grayscale_Img000737.tif,7.29
grayscale_Img000738.tif,6.99
grayscale_Img000739.tif,8.05
grayscale_Img000740.tif,8.5
grayscale_Img000741.tif,8.05
grayscale_Img000742.tif,7.74
grayscale_Img000743.tif,7.44
grayscale_Img000744.tif,7.59
grayscale_Img000745.tif,7.59
grayscale_Img000746.tif,7.9
grayscale_Img000747.tif,8.2
grayscale_Img000748.tif,7.45
grayscale_Img000749.tif,7.59
grayscale_Img000750.tif,6.69
grayscale_Img000751.tif,7.29
grayscale_Img000752.tif,7.9
grayscale_Img000753.tif,7.6
grayscale_Img000754.tif,7.6
grayscale_Img000755.tif,8.2
grayscale_Img000756.tif,7.74
grayscale_Img000757.tif,7.14
grayscale_Img000758.tif,7.44
grayscale_Img000759.tif,6.99
grayscale_Img000760.tif,7.29
grayscale_Img000761.tif,7.9
grayscale_Img000762.tif,7.14
grayscale_Img000763.tif,7.59
grayscale_Img000764.tif,7.74
grayscale_Img000765.tif,8.05
grayscale_Img000766.tif,8.05
grayscale_Img000767.tif,6.99
grayscale_Img000768.tif,7.3
grayscale_Img000769.tif,7.75
grayscale_Img000770.tif,7.9
grayscale_Img000771.tif,8.5
grayscale_Img000772.tif,6.99
grayscale_Img000773.tif,7.29
grayscale_Img000774.tif,7.9
grayscale_Img000775.tif,7.29
grayscale_Img000776.tif,7.45
grayscale_Img000777.tif,7.9
grayscale_Img000778.tif,7.75
grayscale_Img000779.tif,7.75
grayscale_Img000780.tif,7.29
grayscale_Img000781.tif,6.84
grayscale_Img000782.tif,7.29
grayscale_Img000783.tif,7.59
grayscale_Img000784.tif,7.44
grayscale_Img000785.tif,7.59
grayscale_Img000786.tif,7.44
grayscale_Img000787.tif,7.44
grayscale_Img000788.tif,7.9
grayscale_Img000789.tif,8.2
grayscale_Img000790.tif,8.8
grayscale_Img000791.tif,8.65
grayscale_Img000792.tif,8.04
grayscale_Img000793.tif,8.05
grayscale_Img000794.tif,7.44
grayscale_Img000795.tif,7.9
grayscale_Img000796.tif,7.6
grayscale_Img000797.tif,7.9
grayscale_Img000798.tif,7.29
grayscale_Img000799.tif,7.6
grayscale_Img000800.tif,8.35
grayscale_Img000801.tif,7.74
grayscale_Img000802.tif,7.29
grayscale_Img000803.tif,6.99
grayscale_Img000804.tif,6.99
grayscale_Img000805.tif,7.3
grayscale_Img000806.tif,7.29
grayscale_Img000807.tif,7.74
grayscale_Img000808.tif,7.74
grayscale_Img000809.tif,7.75
grayscale_Img000810.tif,8.05
grayscale_Img000811.tif,8.2
grayscale_Img000812.tif,6.99
grayscale_Img000813.tif,7.14
grayscale_Img000814.tif,7.6
grayscale_Img000815.tif,7.6
grayscale_Img000816.tif,7.29
grayscale_Img000817.tif,7.9
grayscale_Img000818.tif,8.05
grayscale_Img000819.tif,8.2
